recorder_code,clip id,annotation_file,card,site,dropoff:Point_ID,audio_file,annotation,start_time,end_time,low_f,high_f,Delta Time (s),Delta Freq (Hz),Channel,Selection,Notes,View,Avg Power Density (dB FS/Hz)
M12-2620,663,20240614_020000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0663_MSD-1963_20240614_020000.WAV,RASI_?,28.585157767,28.832379054,606.826,1661.058,0.2472,1054.232,1,6,,Spectrogram 1,-68.48
M12-2619,634,20240609_230000,MSD-2053,Matlock 50837,SINE0030,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0634_MSD-2053_20240609_230000.WAV,RASI_?,12.46057627,12.85932028,334.269,1074.802,0.3987,740.534,1,1,,Spectrogram 1,-75.04
M12-2619,634,20240609_230000,MSD-2053,Matlock 50837,SINE0030,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0634_MSD-2053_20240609_230000.WAV,RASI_?,28.093639508,28.468458878,298.27,1018.234,0.3748,719.963,1,2,,Spectrogram 1,-75.03
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_E,7.700191394,8.904398305,370.267,755.961,1.2042,385.695,1,1,,Spectrogram 1,-65.84
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_E,9.047408086,9.693373382,390.837,704.535,0.646,313.698,1,2,,Spectrogram 1,-63.6
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_?,9.848932927,10.423124301,380.552,730.248,0.5742,349.696,1,3,,Spectrogram 1,-63.49
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_E,10.679791696,11.118410107,406.265,745.676,0.4386,339.411,1,4,,Spectrogram 1,-63.37
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_E,11.413480675,11.868048846,370.267,833.1,0.4546,462.834,1,5,,Spectrogram 1,-63.0
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_?,12.218943575,12.577813184,370.267,1316.504,0.3589,946.237,1,6,,Spectrogram 1,-49.05
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_?,13.108927741,13.45184759,339.411,1244.508,0.3429,905.097,1,7,,Spectrogram 1,-47.69
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_?,14.385007335,14.727927184,349.696,1259.936,0.3429,910.239,1,8,,Spectrogram 1,-46.87
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_?,17.618431374,18.033125145,365.124,951.38,0.4147,586.256,1,9,,Spectrogram 1,-63.98
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_?,24.032478404,24.67046882,318.841,776.532,0.638,457.691,1,10,,Spectrogram 1,-64.37
M12-2260,257,20240603_030000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0257_MSD-1767_20240603_030000.WAV,RASI_?,24.750217622,26.408992704,370.267,827.958,1.6588,457.691,1,11,,Spectrogram 1,-61.78
M12-2398,125,20240609_050000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0125_MSD-4280_20240609_050000.WAV,u,0.869788756,1.473808726,365.839,966.47,0.604,600.631,1,1,,Spectrogram 1,-58.87
M12-2398,125,20240609_050000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0125_MSD-4280_20240609_050000.WAV,u,3.624119819,4.131496593,431.362,1152.12,0.5074,720.757,1,2,,Spectrogram 1,-56.22
M12-2541,162,20240514_110000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0162_MSD-1198_20240514_110000.WAV,RASI_?,18.144513678,18.559207448,159.42,1064.517,0.4147,905.097,1,1,,Spectrogram 1,-60.59
M12-2541,162,20240514_110000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0162_MSD-1198_20240514_110000.WAV,RASI_D,22.917726458,23.619515916,452.548,2113.606,0.7018,1661.058,1,2,,Spectrogram 1,-61.34
M12-2398,112,20240609_070000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0112_MSD-4280_20240609_070000.WAV,RASI_?,11.443352723,11.866021374,308.556,1681.628,0.4227,1373.073,1,1,,Spectrogram 1,-53.74
M12-2398,112,20240609_070000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0112_MSD-4280_20240609_070000.WAV,RASI_D,9.028435269,9.283631436,354.839,1758.767,0.2552,1403.928,1,2,,Spectrogram 1,-49.12
M12-2398,112,20240609_070000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0112_MSD-4280_20240609_070000.WAV,RASI_?,7.081989999,7.504658649,575.971,1342.217,0.4227,766.247,1,3,,Spectrogram 1,-63.12
M12-2398,112,20240609_070000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0112_MSD-4280_20240609_070000.WAV,RASI_?,26.012078738,26.386898108,375.409,1373.073,0.3748,997.663,1,4,,Spectrogram 1,-53.81
M12-2484,362,20240610_140000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0362_MSD-4197_20240610_140000.WAV,RASI_?,5.702039345,6.156607516,395.98,1630.203,0.4546,1234.223,1,1,,Spectrogram 1,-68.05
M12-2484,362,20240610_140000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0362_MSD-4197_20240610_140000.WAV,RASI_E,17.318884817,18.347644363,298.27,1943.901,1.0288,1645.63,1,2,,Spectrogram 1,-60.71
M12-2484,362,20240610_140000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0362_MSD-4197_20240610_140000.WAV,RASI_A,19.79907256,20.59656058,293.128,2087.893,0.7975,1794.766,1,3,,Spectrogram 1,-56.57
M12-2484,362,20240610_140000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0362_MSD-4197_20240610_140000.WAV,RASI_E,22.773702875,23.786512661,282.843,2067.323,1.0128,1784.48,1,4,,Spectrogram 1,-48.97
M12-2484,362,20240610_140000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0362_MSD-4197_20240610_140000.WAV,RASI_E,7.800204919,8.62959246,272.558,1882.19,0.8294,1609.632,1,5,,Spectrogram 1,-61.67
M12-2484,362,20240610_140000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0362_MSD-4197_20240610_140000.WAV,RASI_E,9.979585265,10.673399842,306.197,1842.37,0.6938,1536.173,1,7,,Spectrogram 1,-61.12
M12-2318,464,20240620_220000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0464_MSD-2334_20240620_220000.WAV,RASI_?,0.861287062,1.108508348,241.702,565.685,0.2472,323.983,1,1,,Spectrogram 1,-68.4
M12-2318,464,20240620_220000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0464_MSD-2334_20240620_220000.WAV,RASI_?,5.359119496,5.550516621,262.272,519.402,0.1914,257.13,1,2,,Spectrogram 1,-64.19
M12-2318,464,20240620_220000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0464_MSD-2334_20240620_220000.WAV,RASI_?,7.08169362,7.312965146,246.845,647.967,0.2313,401.122,1,3,,Spectrogram 1,-66.1
M12-2318,464,20240620_220000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0464_MSD-2334_20240620_220000.WAV,RASI_A,14.078302063,14.33349823,622.254,920.524,0.2552,298.27,1,4,,Spectrogram 1,-67.71
M12-2318,464,20240620_220000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0464_MSD-2334_20240620_220000.WAV,RASI_A,14.652493438,14.947564006,617.111,987.378,0.2951,370.267,1,5,,Spectrogram 1,-68.36
M12-2318,464,20240620_220000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0464_MSD-2334_20240620_220000.WAV,RASI_A,15.410107057,15.601504182,622.254,1007.949,0.1914,385.695,1,6,,Spectrogram 1,-69.48
M12-2318,464,20240620_220000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0464_MSD-2334_20240620_220000.WAV,RASI_A,16.040122593,16.351142921,267.415,971.95,0.311,704.535,1,7,,Spectrogram 1,-69.9
M12-2318,464,20240620_220000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0464_MSD-2334_20240620_220000.WAV,RASI_?,19.06260219,19.246024435,236.559,493.689,0.1834,257.13,1,8,,Spectrogram 1,-69.19
M12-2318,464,20240620_220000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0464_MSD-2334_20240620_220000.WAV,RASI_A,22.326490959,22.629536407,601.684,982.236,0.303,380.552,1,9,,Spectrogram 1,-68.94
M12-2318,464,20240620_220000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0464_MSD-2334_20240620_220000.WAV,RASI_A,23.076129698,23.371200266,637.682,1023.376,0.2951,385.695,1,10,,Spectrogram 1,-70.56
M12-2619,644,20240609_140000,MSD-2053,Matlock 50837,SINE0030,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0644_MSD-2053_20240609_140000.WAV,RASI_A,7.942980682,8.28590053,195.419,1229.08,0.3429,1033.662,1,1,,Spectrogram 1,-69.91
M12-2619,644,20240609_140000,MSD-2053,Matlock 50837,SINE0030,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0644_MSD-2053_20240609_140000.WAV,RASI_A,10.045461236,10.348506684,215.989,1100.515,0.303,884.526,1,2,,Spectrogram 1,-64.47
M12-2368,191,20240531_070000,MSD-1363,Goose Lake 12273,SINE0152,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0191_MSD-1363_20240531_070000.WAV,RASI_?,28.51823687,29.754343302,77.139,668.537,1.2361,591.398,1,1,,Spectrogram 1,-65.45
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_C,0.158029448,0.521070072,360.379,2298.78,0.363,1938.401,1,1,,Spectrogram 1,-62.57
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_C,1.106206137,1.358199041,316.696,2271.478,0.252,1954.782,1,2,,Spectrogram 1,-61.24
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_C,1.776763525,2.199599075,398.601,2293.319,0.4228,1894.719,1,3,,Spectrogram 1,-66.57
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_C,2.712127015,3.036728044,283.935,2216.875,0.3246,1932.941,1,4,,Spectrogram 1,-67.84
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_C,4.449351462,4.825205284,278.474,1927.48,0.3759,1649.006,1,5,,Spectrogram 1,-64.12
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_C,5.354817489,5.79900837,223.872,2266.018,0.4442,2042.146,1,6,,Spectrogram 1,-64.31
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_D,0.341685293,1.054953343,223.872,2675.539,0.7133,2451.668,1,7,,Spectrogram 1,-57.76
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_?,6.696947165,7.551160398,595.171,1818.275,0.8542,1223.104,1,8,,Spectrogram 1,-69.43
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_?,9.545917442,10.502636263,1141.199,1725.45,0.9567,584.25,1,9,,Spectrogram 1,-68.76
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_?,10.921200747,11.685721591,638.853,1719.989,0.7645,1081.136,1,10,,Spectrogram 1,-71.08
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_D,13.38294179,14.062041311,212.951,2238.716,0.6791,2025.765,1,11,,Spectrogram 1,-56.21
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_?,23.193792196,23.616627747,305.776,1976.623,0.4228,1670.847,1,12,,Spectrogram 1,-64.51
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_C,27.476106908,27.945924186,218.411,2227.796,0.4698,2009.385,1,13,,Spectrogram 1,-59.54
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_C,28.445638928,28.881287677,169.269,2331.541,0.4356,2162.272,1,14,,Spectrogram 1,-53.58
M12-2263,134,20240623_060000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0134_MSD-4278_20240623_060000.WAV,RASI_C,29.33402069,29.833735432,262.094,2315.16,0.4997,2053.067,1,15,,Spectrogram 1,-50.65
M12-2541,169,20240514_020000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0169_MSD-1198_20240514_020000.WAV,RASI_?,27.194487337,27.633105748,226.274,1434.784,0.4386,1208.51,1,1,,Spectrogram 1,-52.4
M12-2541,169,20240514_020000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0169_MSD-1198_20240514_020000.WAV,RASI_?,29.387579393,29.866072205,395.98,956.523,0.4785,560.543,1,2,,Spectrogram 1,-55.72
M12-2398,116,20240609_080000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0116_MSD-4280_20240609_080000.WAV,RASI_D,20.058843629,20.369863957,509.117,1424.499,0.311,915.382,1,1,,Spectrogram 1,-50.51
M12-2398,116,20240609_080000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0116_MSD-4280_20240609_080000.WAV,RASI_?,29.267597468,29.538743395,437.121,1362.788,0.2711,925.667,1,2,,Spectrogram 1,-56.39
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_?,0.579859171,1.449647927,649.774,1567.102,0.8698,917.328,1,1,,Spectrogram 1,-74.33
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_?,2.108029695,3.062381247,273.014,1578.022,0.9544,1305.008,1,2,,Spectrogram 1,-72.42
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_?,3.515396224,4.246260388,300.316,840.884,0.7309,540.568,1,3,,Spectrogram 1,-69.31
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_?,6.009960645,6.444855023,382.22,835.423,0.4349,453.204,1,4,,Spectrogram 1,-71.87
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_?,7.50793017,7.973025546,398.601,824.503,0.4651,425.902,1,5,,Spectrogram 1,-70.75
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_?,8.852742096,9.317837473,436.823,780.821,0.4651,343.998,1,6,,Spectrogram 1,-70.52
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_B,10.348770465,10.825946242,360.379,1217.643,0.4772,857.265,1,7,,Spectrogram 1,-69.4
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_B,11.919222387,12.275594169,158.348,1326.849,0.3564,1168.501,1,8,,Spectrogram 1,-69.25
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_?,13.436960793,13.944337567,180.189,2631.857,0.5074,2451.668,1,9,,Spectrogram 1,-50.4
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_?,15.96675248,16.661375446,185.65,2686.46,0.6946,2500.81,1,10,,Spectrogram 1,-49.55
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_?,18.81422399,19.496766556,158.348,2604.555,0.6825,2446.207,1,11,,Spectrogram 1,-49.29
M12-2263,145,20240623_120000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0145_MSD-4278_20240623_120000.WAV,RASI_B,24.913437505,26.048995048,267.554,2102.209,1.1356,1834.655,1,12,,Spectrogram 1,-69.24
M12-2564,322,20240502_190000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0322_MSD-4160_20240502_190000.WAV,RASI_E,2.75133367,3.261726003,380.552,2005.612,0.5104,1625.06,1,1,,Spectrogram 1,-60.43
M12-2564,322,20240502_190000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0322_MSD-4160_20240502_190000.WAV,RASI_E,7.281065625,8.222101489,282.843,2267.884,0.941,1985.042,1,2,,Spectrogram 1,-61.95
M12-2564,322,20240502_190000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0322_MSD-4160_20240502_190000.WAV,RASI_A,12.319136517,12.861428371,323.983,2000.469,0.5423,1676.486,1,3,,Spectrogram 1,-64.9
M12-2263,139,20240623_070000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0139_MSD-4278_20240623_070000.WAV,RASI_E,8.456710989,9.750844038,289.395,1212.183,1.2941,922.788,1,1,,Spectrogram 1,-56.51
M12-2263,139,20240623_070000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0139_MSD-4278_20240623_070000.WAV,RASI_D,11.753255174,12.099211534,387.68,1916.56,0.346,1528.88,1,2,,Spectrogram 1,-69.36
M12-2263,139,20240623_070000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0139_MSD-4278_20240623_070000.WAV,RASI_?,18.499890482,18.862931106,524.187,1517.959,0.363,993.772,1,3,,Spectrogram 1,-71.68
M12-2263,139,20240623_070000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0139_MSD-4278_20240623_070000.WAV,RASI_B,19.578863273,21.962118193,305.776,1867.417,2.3833,1561.641,1,4,,Spectrogram 1,-68.11
M12-2263,139,20240623_070000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0139_MSD-4278_20240623_070000.WAV,RASI_?,23.188548495,23.696805369,993.772,1441.515,0.5083,447.743,1,5,,Spectrogram 1,-73.41
M12-2263,139,20240623_070000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0139_MSD-4278_20240623_070000.WAV,RASI_? ,24.563831801,25.178865328,294.855,1545.26,0.615,1250.405,1,6,,Spectrogram 1,-67.78
M12-2263,139,20240623_070000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0139_MSD-4278_20240623_070000.WAV,RASI_B,25.804893678,26.47118,982.851,1446.975,0.6663,464.124,1,7,,Spectrogram 1,-71.16
M12-2263,139,20240623_070000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0139_MSD-4278_20240623_070000.WAV,RASI_?,27.132687801,27.863040115,573.33,1457.896,0.7304,884.566,1,11,,Spectrogram 1,-67.87
M12-2263,139,20240623_070000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0139_MSD-4278_20240623_070000.WAV,RASI_B,28.534316381,29.807094098,256.633,2249.637,1.2728,1993.004,1,12,,Spectrogram 1,-53.09
M12-2564,321,20240502_080000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0321_MSD-4160_20240502_080000.WAV,RASI_A,20.934627423,21.875663287,246.845,1707.341,0.941,1460.497,1,1,,Spectrogram 1,-67.92
M12-2564,321,20240502_080000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0321_MSD-4160_20240502_080000.WAV,RASI_D,28.014644587,28.51706204,236.559,1779.338,0.5024,1542.778,1,2,,Spectrogram 1,-54.46
M12-2564,320,20240502_220000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0320_MSD-4160_20240502_220000.WAV,RASI_A,4.800877882,5.614315663,313.698,1337.075,0.8134,1023.376,1,1,,Spectrogram 1,-65.86
M12-2564,320,20240502_220000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0320_MSD-4160_20240502_220000.WAV,RASI_A,7.424613468,8.158302447,226.274,1352.502,0.7337,1126.228,1,2,,Spectrogram 1,-57.6
M12-2564,320,20240502_220000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0320_MSD-4160_20240502_220000.WAV,RASI_A,11.558401042,12.220316099,133.707,1501.638,0.6619,1367.93,1,3,,Spectrogram 1,-48.82
M12-2564,320,20240502_220000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0320_MSD-4160_20240502_220000.WAV,RASI_A,14.783114596,15.532753335,179.991,1517.065,0.7496,1337.075,1,4,,Spectrogram 1,-53.95
M12-2564,320,20240502_220000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0320_MSD-4160_20240502_220000.WAV,RASI_E,20.182781794,20.756973168,401.122,1614.775,0.5742,1213.652,1,5,,Spectrogram 1,-67.86
M12-2564,320,20240502_220000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0320_MSD-4160_20240502_220000.WAV,RASI_A,22.490662265,22.761808192,406.265,1337.075,0.2711,930.81,1,6,,Spectrogram 1,-67.32
M12-2564,320,20240502_220000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0320_MSD-4160_20240502_220000.WAV,RASI_A,23.869500355,24.467616371,277.7,1460.497,0.5981,1182.797,1,7,,Spectrogram 1,-60.07
M12-2564,320,20240502_220000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0320_MSD-4160_20240502_220000.WAV,RASI_E,26.021264963,26.770903702,210.846,1583.919,0.7496,1373.073,1,8,,Spectrogram 1,-56.95
M12-2564,320,20240502_220000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0320_MSD-4160_20240502_220000.WAV,RASI_E,27.791688368,28.238281659,262.272,1717.627,0.4466,1455.354,1,9,,Spectrogram 1,-53.09
M12-2564,320,20240502_220000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0320_MSD-4160_20240502_220000.WAV,RASI_A,29.251091445,29.889081861,200.561,1599.347,0.638,1398.786,1,10,,Spectrogram 1,-59.01
M12-2621,701,20240616_010000,MSD-1264,50731 Sleet,SINE0182,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0701_MSD-1264_20240616_010000.WAV,RASI_?,14.002410759,14.449004051,730.248,1259.936,0.4466,529.687,1,1,,Spectrogram 1,-75.14
M12-2621,701,20240616_010000,MSD-1264,50731 Sleet,SINE0182,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0701_MSD-1264_20240616_010000.WAV,RASI_?,19.050509928,19.313680974,555.4,1203.367,0.2632,647.967,1,2,,Spectrogram 1,-75.44
M12-2564,327,20240502_130000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0327_MSD-4160_20240502_130000.WAV,RASI_E,9.618199483,10.527335826,293.128,1640.488,0.9091,1347.36,1,1,,Spectrogram 1,-53.43
M12-2564,327,20240502_130000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0327_MSD-4160_20240502_130000.WAV,RASI_E,13.768017359,14.876525707,293.128,1619.917,1.1085,1326.789,1,2,,Spectrogram 1,-58.8
